Age,Rack,Repetition,Track_ID_group,Nuclear,Mito,Diet,Replicate,Bin
Old,11,2,D,19,C,IV,2,4
Old,11,2,E,19,C,II,2,5
Old,11,2,F,19,C,V,2,6
Old,12,2,A,19,G,IV,2,1
Old,12,2,B,19,G,II,2,2
Old,12,2,C,19,G,V,2,3
Old,12,2,D,19,I,IV,2,4
Old,12,2,E,19,I,II,2,5
Old,12,2,F,19,I,V,2,6
Old,13,2,A,3,B,IV,3,1
Old,13,2,B,3,B,II,3,2
Old,13,2,C,3,B,V,3,3
Old,13,2,D,3,C,II,3,4
Old,13,2,E,3,C,V,3,5
Old,13,2,F,3,G,IV,3,6
Old,14,2,A,3,G,II,3,1
Old,14,2,B,3,G,V,3,2
Old,14,2,C,3,I,IV,3,3
Old,14,2,D,3,I,II,3,4
Old,14,2,E,3,I,V,3,5
Old,14,2,F,15,B,IV,3,6
Old,15,2,A,15,B,II,3,1
Old,15,2,B,15,B,V,3,2
Old,15,2,C,15,C,II,3,3
Old,15,2,D,15,C,V,3,4
Old,15,2,E,15,G,IV,3,5
Old,16,2,A,15,G,V,3,1
Old,16,2,B,15,I,II,3,2
Old,16,2,C,19,B,IV,3,3
Old,16,2,D,19,B,II,3,4
Old,16,2,E,19,B,V,3,5
Old,16,2,F,19,C,IV,3,6
Old,17,2,A,19,C,II,3,1
Old,17,2,C,19,G,IV,3,2
Old,17,2,D,19,G,II,3,3
Old,17,2,E,19,G,V,3,4
Old,17,2,F,19,I,IV,3,5
Old,18,2,A,19,I,II,3,6
Old,18,2,B,19,I,V,3,1
Old,19,2,C,3,B,IV,4,2
Old,19,2,D,3,B,II,4,3
Old,19,2,E,3,B,V,4,4
Old,19,2,F,3,C,IV,4,5
Old,20,2,A,3,C,II,4,6
Old,20,2,B,3,I,V,4,1
Old,20,2,C,19,B,IV,4,2
Old,20,2,D,19,B,II,4,3
Old,20,2,E,19,B,V,4,4
Old,20,2,F,19,C,IV,4,5
Old,21,2,A,19,C,II,4,6
Old,21,2,B,19,C,V,4,1
Old,21,2,C,19,G,IV,4,2
Old,21,2,D,19,G,II,4,3
Old,21,2,E,19,G,V,4,4
Old,21,2,F,19,B,IV,4,5
Old,22,2,A,19,B,II,4,1
Old,22,2,B,19,B,V,4,2
Old,22,2,C,19,C,IV,4,3
Old,22,2,D,19,C,II,4,4
Old,22,2,E,19,C,V,4,5
Old,22,2,F,19,G,IV,4,6
Old,23,2,A,19,G,II,4,1
Old,23,2,B,19,G,V,4,2
Old,23,2,C,19,I,II,4,3
Young,1,3,A,3,B,IV,1,1
Young,1,3,B,3,B,II,1,2
Young,1,3,C,3,B,V,1,3
Young,1,3,D,3,C,IV,1,4
Young,1,3,E,3,C,II,1,5
Young,1,3,F,3,C,V,1,6
Young,2,3,A,3,G,IV,1,1
Young,2,3,B,3,G,II,1,2
Young,2,3,C,3,G,V,1,3
Young,2,3,D,3,I,IV,1,4
Young,2,3,E,3,I,II,1,5
Young,2,3,F,3,I,V,1,6
Young,3,3,A,15,B,IV,1,1
Young,3,3,B,15,B,II,1,2
Young,3,3,C,15,B,V,1,3
Young,3,3,D,15,C,IV,1,4
Young,3,3,E,15,C,II,1,5
Young,3,3,F,15,C,V,1,6
Young,4,3,A,15,G,IV,1,1
Young,4,3,B,15,G,II,1,2
Young,4,3,C,15,G,V,1,3
Young,4,3,D,15,I,IV,1,4
Young,4,3,E,15,I,II,1,5
Young,4,3,F,15,I,V,1,6
Young,5,3,A,19,B,IV,1,1
Young,5,3,B,19,B,II,1,2
Young,5,3,C,19,B,V,1,3
Young,5,3,D,19,C,IV,1,4
Young,5,3,E,19,C,II,1,5
Young,5,3,F,19,C,V,1,6
Young,6,3,A,19,G,IV,1,1
Young,6,3,B,19,G,II,1,2
Young,6,3,C,19,G,V,1,3
Young,6,3,D,19,I,IV,1,4
Young,6,3,E,19,I,II,1,5
Young,6,3,F,19,I,V,1,6
Young,7,3,A,3,B,IV,2,1
Young,7,3,B,3,B,II,2,2
Young,7,3,C,3,B,V,2,3
Young,7,3,D,3,C,II,2,4
Young,7,3,E,3,C,V,2,5
Young,7,3,F,3,G,IV,2,6
Young,8,3,A,3,G,II,2,1
Young,8,3,B,3,G,V,2,2
Young,8,3,C,3,I,IV,2,3
Young,8,3,D,3,I,II,2,4
Young,8,3,E,3,I,V,2,5
Young,8,3,F,15,B,IV,2,6
Young,9,3,A,15,B,II,2,1
Young,9,3,B,15,B,V,2,2
Young,9,3,C,15,C,IV,2,3
Young,9,3,D,15,C,II,2,4
Young,9,3,E,15,C,V,2,5
Young,9,3,F,15,G,IV,2,6
Young,10,3,A,15,G,II,2,1
Young,10,3,B,15,G,V,2,2
Young,10,3,C,15,I,IV,2,3
Young,10,3,D,15,I,II,2,4
Young,10,3,E,15,I,V,2,5
Young,10,3,F,19,B,IV,2,6
Young,11,3,A,19,B,II,2,1
Young,11,3,B,19,B,V,2,2
Young,11,3,C,19,C,IV,2,3
Young,11,3,D,19,C,II,2,4
Young,11,3,E,19,C,V,2,5
Young,11,3,F,19,G,IV,2,6
Young,12,3,A,19,G,II,2,1
Young,12,3,B,19,G,V,2,2
Young,12,3,C,19,I,IV,2,3
Young,12,3,D,19,I,II,2,4
Young,12,3,E,19,I,V,2,5
Old,1,3,A,3,B,IV,1,1
Old,1,3,B,3,B,II,1,2
Old,1,3,C,3,B,V,1,3
Old,1,3,D,3,C,IV,1,4
Old,1,3,E,3,C,II,1,5
Old,1,3,F,3,G,IV,1,6
Old,2,3,A,3,G,II,1,1
Old,2,3,B,3,G,V,1,2
Old,2,3,C,3,I,IV,1,3
Old,2,3,D,3,I,II,1,4
Old,2,3,E,3,I,V,1,5
Old,2,3,F,15,B,IV,1,6
Old,3,3,A,15,B,II,1,1
Old,3,3,B,15,B,V,1,2
Old,3,3,C,15,C,IV,1,3
Old,3,3,D,15,C,II,1,4
Old,3,3,E,15,G,IV,1,5
Old,3,3,F,15,G,II,1,6
Old,4,3,A,15,G,V,1,1
Old,4,3,B,15,I,IV,1,2
Old,4,3,C,15,I,II,1,3
Old,4,3,D,19,B,IV,1,4
Old,4,3,E,19,B,II,1,5
Old,4,3,F,19,B,V,1,6
Old,5,3,A,19,C,IV,1,1
Old,5,3,B,19,C,II,1,2
Old,5,3,C,19,C,V,1,3
Old,5,3,D,19,G,IV,1,4
Old,5,3,E,19,G,II,1,5
Old,5,3,F,19,G,V,1,6
Old,6,3,A,19,I,IV,1,1
Old,6,3,B,19,I,II,1,2
Old,6,3,C,19,I,V,1,3
Old,7,3,D,3,B,IV,2,4
Old,7,3,E,3,B,V,2,5
Old,7,3,F,3,C,IV,2,6
Old,8,3,A,3,C,II,2,1
Old,8,3,B,3,C,V,2,2
Old,8,3,C,3,G,IV,2,3
Old,8,3,D,3,G,II,2,4
Old,8,3,E,3,G,V,2,5
Old,8,3,F,3,I,IV,2,6
Old,9,3,A,3,I,II,2,1
Old,9,3,B,3,I,V,2,2
Old,9,3,C,15,B,IV,2,3
Old,9,3,D,15,B,II,2,4
Old,9,3,E,15,B,V,2,5
Old,9,3,F,15,C,IV,2,6
Old,10,3,A,15,C,II,2,1
Old,10,3,B,15,C,V,2,2
Old,10,3,C,15,G,IV,2,3
Old,10,3,D,15,G,V,2,4
Old,10,3,E,15,I,IV,2,5
Old,10,3,F,15,I,V,2,6
Old,11,3,A,19,B,IV,2,1
Old,11,3,B,19,B,II,2,2
Old,11,3,C,19,B,V,2,3
Old,11,3,D,19,C,IV,2,4
Old,11,3,E,19,C,II,2,5
Old,11,3,F,19,C,V,2,6
Old,12,3,A,19,G,IV,2,1
Old,12,3,B,19,G,II,2,2
Old,12,3,C,19,G,V,2,3
Old,12,3,D,19,I,IV,2,4
Old,12,3,E,19,I,II,2,5
Old,12,3,F,19,I,V,2,6
Old,13,3,A,3,B,IV,3,1
Old,13,3,B,3,B,II,3,2
Old,13,3,C,3,B,V,3,3
Old,13,3,D,3,C,II,3,4
Old,13,3,E,3,C,V,3,5
Old,13,3,F,3,G,IV,3,6
Old,14,3,A,3,G,II,3,1
Old,14,3,B,3,G,V,3,2
Old,14,3,C,3,I,IV,3,3
Old,14,3,D,3,I,II,3,4
Old,14,3,E,3,I,V,3,5
Old,14,3,F,15,B,IV,3,6
Old,15,3,A,15,B,II,3,1
Old,15,3,B,15,B,V,3,2
Old,15,3,C,15,C,II,3,3
Old,15,3,D,15,C,V,3,4
Old,15,3,E,15,G,IV,3,5
Old,16,3,A,15,G,V,3,6
Old,16,3,B,15,I,II,3,1
Old,16,3,C,19,B,IV,3,2
Old,16,3,D,19,B,II,3,3
Old,16,3,E,19,B,V,3,4
Old,16,3,F,19,C,IV,3,5
Old,17,3,A,19,C,II,3,1
Old,17,3,C,19,G,IV,3,3
Old,17,3,D,19,G,II,3,4
Old,17,3,E,19,G,V,3,5
Old,17,3,F,19,I,IV,3,6
Old,18,3,A,19,I,II,3,1
Old,18,3,B,19,I,V,3,2
Old,19,3,C,3,B,IV,4,3
Old,19,3,D,3,B,II,4,4
Old,19,3,E,3,B,V,4,5
Old,19,3,F,3,C,IV,4,6
Old,20,3,A,3,C,II,4,1
Old,20,3,B,3,I,V,4,2
Old,20,3,C,19,B,IV,4,3
Old,20,3,D,19,B,II,4,4
Old,20,3,E,19,B,V,4,5
Old,20,3,F,19,C,IV,4,6
Old,21,3,A,19,C,II,4,1
Old,21,3,B,19,C,V,4,2
Old,21,3,C,19,G,IV,4,3
Old,21,3,D,19,G,II,4,4
Old,21,3,E,19,G,V,4,5
Old,21,3,F,19,B,IV,4,6
Old,22,3,A,19,B,II,4,1
Old,22,3,B,19,B,V,4,2
Old,22,3,C,19,C,IV,4,3
Old,22,3,D,19,C,II,4,4
Old,22,3,E,19,C,V,4,5
Old,22,3,F,19,G,IV,4,6
Old,23,3,A,19,G,II,4,1
Old,23,3,B,19,G,V,4,2
Old,23,3,C,19,I,II,4,3
Old,1,3,A,3,B,IV,1,1
Old,1,3,B,3,B,II,1,2
Old,1,3,C,3,B,V,1,3
Old,1,3,D,3,C,IV,1,4
Old,1,3,E,3,C,II,1,5
Old,1,3,F,3,G,IV,1,6
Old,2,3,A,3,G,II,1,1
Old,2,3,B,3,G,V,1,2
Old,2,3,C,3,I,IV,1,3
Old,2,3,D,3,I,II,1,4
Old,2,3,E,3,I,V,1,5
Old,2,3,F,15,B,IV,1,6
Old,3,3,A,15,B,II,1,1
Old,3,3,B,15,B,V,1,2
Old,3,3,C,15,C,IV,1,3
Old,3,3,D,15,C,II,1,4
Old,3,3,E,15,G,IV,1,5
Old,3,3,F,15,G,II,1,6
Old,4,3,A,15,G,V,1,1
Old,4,3,B,15,I,IV,1,2
Old,4,3,C,15,I,II,1,3
Old,4,3,D,19,B,IV,1,4
Old,4,3,E,19,B,II,1,5
Old,4,3,F,19,B,V,1,6
Old,5,3,A,19,C,IV,1,1
Old,5,3,B,19,C,II,1,2
Old,5,3,C,19,C,V,1,3
Old,5,3,D,19,G,IV,1,4
Old,5,3,E,19,G,II,1,5
Old,5,3,F,19,G,V,1,6
Old,6,3,A,19,I,IV,1,1
Old,6,3,B,19,I,II,1,2
Old,6,3,C,19,I,V,1,3
Old,7,3,D,3,B,IV,2,4
Old,7,3,E,3,B,V,2,5
Old,7,3,F,3,C,IV,2,6
Old,8,3,A,3,C,II,2,1
Old,8,3,B,3,C,V,2,2
Old,8,3,C,3,G,IV,2,3
Old,8,3,D,3,G,II,2,4
Old,8,3,E,3,G,V,2,5
Old,8,3,F,3,I,IV,2,6
Old,9,3,A,3,I,II,2,1
Old,9,3,B,3,I,V,2,2
Old,9,3,C,15,B,IV,2,3
Old,9,3,D,15,B,II,2,4
Old,9,3,E,15,B,V,2,5
Old,9,3,F,15,C,IV,2,6
Old,10,3,A,15,C,II,2,1
Old,10,3,B,15,C,V,2,2
Old,10,3,C,15,G,IV,2,3
Old,10,3,D,15,G,V,2,4
Old,10,3,E,15,I,IV,2,5
Old,10,3,F,15,I,V,2,6
Old,11,3,A,19,B,IV,2,1
Old,11,3,B,19,B,II,2,2
Old,11,3,C,19,B,V,2,3
Old,11,3,D,19,C,IV,2,4
Old,11,3,E,19,C,II,2,5
Old,11,3,F,19,C,V,2,6
Old,12,3,A,19,G,IV,2,1
Old,12,3,B,19,G,II,2,2
Old,12,3,C,19,G,V,2,3
Old,12,3,D,19,I,IV,2,4
Old,12,3,E,19,I,II,2,5
Old,12,3,F,19,I,V,2,6
Old,13,3,A,3,B,IV,3,1
Old,13,3,B,3,B,II,3,2
Old,13,3,C,3,B,V,3,3
Old,13,3,D,3,C,II,3,4
Old,13,3,E,3,C,V,3,5
Old,13,3,F,3,G,IV,3,6
Old,14,3,A,3,G,II,3,1
Old,14,3,B,3,G,V,3,2
Old,14,3,C,3,I,IV,3,3
Old,14,3,D,3,I,II,3,4
Old,14,3,E,3,I,V,3,5
Old,14,3,F,15,B,IV,3,6
Old,15,3,A,15,B,II,3,1
Old,15,3,B,15,B,V,3,2
Old,15,3,C,15,C,II,3,3
Old,15,3,D,15,C,V,3,4
Old,15,3,E,15,G,IV,3,5
Old,16,3,A,15,G,V,3,1
Old,16,3,B,15,I,II,3,2
Old,16,3,C,19,B,IV,3,3
Old,16,3,D,19,B,II,3,4
Old,16,3,E,19,B,V,3,5
Old,16,3,F,19,C,IV,3,6
Old,17,3,A,19,C,II,3,1
Old,17,3,C,19,G,IV,3,3
Old,17,3,D,19,G,II,3,4
Old,17,3,E,19,G,V,3,5
Old,17,3,F,19,I,IV,3,6
Old,18,3,A,19,I,II,3,1
Old,18,3,B,19,I,V,3,2
Old,19,3,C,3,B,IV,4,3
Old,19,3,D,3,B,II,4,4
Old,19,3,E,3,B,V,4,5
Old,19,3,F,3,C,IV,4,6
Old,20,3,A,3,C,II,4,1
Old,20,3,B,3,I,V,4,2
Old,20,3,C,19,B,IV,4,3
Old,20,3,D,19,B,II,4,4
Old,20,3,E,19,B,V,4,5
Old,20,3,F,19,C,IV,4,6
Old,21,3,A,19,C,II,4,1
Old,21,3,B,19,C,V,4,2
Old,21,3,C,19,G,IV,4,3
Old,21,3,D,19,G,II,4,4
Old,21,3,E,19,G,V,4,5
Old,21,3,F,19,B,IV,4,6
Old,22,3,A,19,B,II,4,1
Old,22,3,B,19,B,V,4,2
Old,22,3,C,19,C,IV,4,3
Old,22,3,D,19,C,II,4,4
Old,22,3,E,19,C,V,4,5
Old,22,3,F,19,G,IV,4,6
Old,23,3,A,19,G,II,4,1
Old,23,3,B,19,G,V,4,2
Old,23,3,C,19,I,II,4,3
